Purchase-date,Customer ID,Title,Quantity,Item Price,Total_Amount,Profit (INR),Category_OLTP,Ship-City,Ship-State
2018-06-14T07:25:39+00:00,B07FWWXRX,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,NEW DELHI,DELHI
2018-06-14T07:25:39+00:00,B07FWYSQW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-06-14T15:54:07+00:00,B07FWXAQY,Objective Physics for NEET - Vol. 2,1,460.0,525.0,78.2,competition ,PANAJI,GOA
2018-06-14T16:00:16+00:00,B07FWWBUU,Objective Physics for NEET - Vol. 2,1,460.0,525.0,78.2,competition ,PANAJI,GOA
2018-06-15T12:27:48+00:00,B07FWVXVU,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,JODHPUR,RAJASTHAN
2018-06-15T15:25:12+00:00,B07FWWXUR,Lakshya - Rajasthan Police Sub - Inspector Exam COMBO Part 1 and Part 2 (First Edition ; 2016),1,430.0,495.0,73.1,competition ,DULIAJAN,ASSAM
2018-06-15T17:26:31+00:00,B07FWVYRQ,Objective NCERT at Your Fingertips for NEET-JEE - Physics,1,426.0,491.0,72.42,competition ,BULDANA,MAHARASHTRA
2018-06-16T01:44:52+00:00,B07FWWVVX,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,HYDERABAD,TELANGANA
2018-06-16T08:57:31+00:00,B07FWYBYR,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,KURUKSHETRA,HARYANA
2018-06-16T09:31:01+00:00,B07FWXASZ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,NEW DELHI,DELHI
2018-06-16T14:38:27+00:00,B07FWYZUW,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,AGRA,UTTAR PRADESH
2018-06-17T18:19:02+00:00,B07FWVWVS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,KARANPUR,RAJASTHAN
2018-06-17T18:40:23+00:00,B07FWXTXQ,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,nagpur,MAHARASHTRA
2018-06-18T04:58:53+00:00,B07FWXSXR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-06-18T06:09:06+00:00,B07FWWSZX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BHUJ,GUJARAT
2018-06-18T07:15:03+00:00,B07FWWATW,English Grammar for Today: A New Introduction,1,959.0,1024.0,172.62,School,MUMBAI,MAHARASHTRA
2018-06-18T08:22:56+00:00,B07FWVVQQ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NOIDA,UTTAR PRADESH
2018-06-18T08:49:38+00:00,B07FWWVUU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,HOSHIARPUR,PUNJAB
2018-06-18T09:04:57+00:00,B07FWXVQZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-06-18T10:37:30+00:00,B07FWVAUZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,ROHTAK,HARYANA
2018-06-18T12:37:15+00:00,B07FWYXRS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,FARIDABAD,HARYANA
2018-06-18T13:56:15+00:00,B07FWXXVW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,JODHPUR,RAJASTHAN
2018-06-19T04:24:00+00:00,B07FWVAUX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,HYDERABAD,TELANGANA
2018-06-19T06:32:52+00:00,B07FWWWRY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BEAWAR,RAJASTHAN
2018-06-19T11:09:41+00:00,B07FWYZTX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,DEHRADUN,UTTARAKHAND
2018-06-19T13:11:51+00:00,B07FWXVWZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,JODHPUR,RAJASTHAN
2018-06-19T13:26:51+00:00,B07FWXVRW,Objective Biology (Set of 2 Volumes),1,730.0,795.0,124.1,competition ,JAIPUR,RAJASTHAN
2018-06-19T13:48:03+00:00,B07FWYTUT,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,SHIMLA,HIMACHAL PRADESH
2018-06-19T14:19:20+00:00,B07FWYVVS,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,SECUNDERABAD,TELANGANA
2018-06-19T14:56:06+00:00,B07FWXZQX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,KOLKATA,WEST BENGAL
2018-06-19T17:20:29+00:00,B07FWYAUW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BENGALURU,KARNATAKA
2018-06-19T17:24:54+00:00,B07FWVAQZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,KANPUR,UTTAR PRADESH
2018-06-20T14:51:00+00:00,B07FWYASV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,MUMBAI,MAHARASHTRA
2018-06-20T18:59:34+00:00,B07FWYYUX,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,JAIPUR,RAJASTHAN
2018-06-20T23:38:21+00:00,B07FWXZUS,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,BARDEZ,GOA
2018-06-21T17:33:12+00:00,B07FWVWRW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,JODHPUR,RAJASTHAN
2018-06-22T05:09:56+00:00,B07FWVVXV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,MODINAGAR,UTTAR PRADESH
2018-06-23T07:02:34+00:00,B07FWXZVY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,VADODARA,GUJARAT
2018-06-23T10:03:27+00:00,B07FWYSRZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,VADODARA,GUJARAT
2018-06-23T11:50:45+00:00,B07FWYUTR,Objective Biology (Set of 2 Volumes),1,730.0,795.0,124.1,competition ,JAIPUR,RAJASTHAN
2018-06-23T12:00:10+00:00,B07FWWZXR,Objective Biology (Set of 2 Volumes),1,730.0,795.0,124.1,competition ,LUCKNOW,UTTAR PRADESH
2018-06-23T13:26:12+00:00,B07FWYWXR,Objective Biology (Set of 2 Volumes),1,730.0,795.0,124.1,competition ,GURUGRAM,HARYANA
2018-06-23T14:01:37+00:00,B07FWVAST,Objective Biology (Set of 2 Volumes),1,730.0,795.0,124.1,competition ,RANGA REDDY DISTRICT,TELANGANA
2018-06-23T16:35:49+00:00,B07FWYAQV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NOIDA,UTTAR PRADESH
2018-06-24T08:03:33+00:00,B07FWVVVU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-06-24T08:22:09+00:00,B07FWXZTU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-06-24T11:16:26+00:00,B07FWYZSS,Objective NCERT at Your Fingertips for NEET-JEE - Physics,1,426.0,491.0,72.42,competition ,MEERUT,UTTAR PRADESH
2018-06-24T14:31:13+00:00,B07FWWTXY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,Dehradun,UTTARAKHAND
2018-06-24T14:36:42+00:00,B07FWVWYU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,HANUMANGARH,RAJASTHAN
2018-06-24T15:54:00+00:00,B07FWYATY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,KOTA,RAJASTHAN
2018-06-24T19:18:54+00:00,B07FWWUYX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,PATNA,BIHAR
2018-06-25T05:33:34+00:00,B07FWXZRX,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,COIMBATORE,TAMIL NADU
2018-06-25T16:23:42+00:00,B07FWWAZY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,LUCKNOW,UTTAR PRADESH
2018-06-26T12:10:33+00:00,B07FWYXTS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,PUNE,MAHARASHTRA
2018-06-26T15:27:49+00:00,B07FWWYYR,Objective NCERT at Your Fingertips for NEET-JEE - Physics,1,426.0,491.0,72.42,competition ,KAITHAL,HARYANA
2018-06-26T17:11:47+00:00,B07FWXSVS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,AGRA,UTTAR PRADESH
2018-06-26T17:26:39+00:00,B07FWXATS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BHOPAL,MADHYA PRADESH
2018-06-26T18:19:48+00:00,B07FWWZXV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-06-27T04:42:37+00:00,B07FWYAVY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,Delhi,DELHI
2018-06-28T15:36:51+00:00,B07FWWWUT,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,HOWRAH,WEST BENGAL
2018-06-28T15:44:46+00:00,B07FWVAXT,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,NARASARAOPET,ANDHRA PRADESH
2018-06-29T07:27:50+00:00,B07FWXSZR,39 Years' Chapterwise Topicwise Solved Papers (2018-1979) IIT JEE Mathematics,1,200.0,265.0,34.0,competition ,KARHAL,UTTAR PRADESH
2018-06-30T11:11:06+00:00,B07FWXBTR,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,ISLAMPUR,WEST BENGAL
2018-06-30T13:58:28+00:00,B07FWYVZR,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,2,970.0,1100.0,164.9,competition ,ISLAMPUR,WEST BENGAL
2018-06-30T15:29:16+00:00,B07FWXTRW,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,BELAGAVI,KARNATAKA
2018-07-01T06:46:53+00:00,B07FWYVXW,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,ISLAMPUR,WEST BENGAL
2018-07-01T09:24:26+00:00,B07FWYWRT,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,HYDERABAD,TELANGANA
2018-07-01T10:31:38+00:00,B07FWVWTZ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,NANDED WAGHALA,MAHARASHTRA
2018-07-01T12:14:43+00:00,B07FWYYYX,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,MAUDA,MAHARASHTRA
2018-07-01T14:11:41+00:00,B07FWYBYX,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,NEW DELHI,DELHI
2018-07-01T14:53:40+00:00,B07FWYSWS,Objective NCERT at Your Fingertips for NEET-JEE - Physics,1,426.0,491.0,72.42,competition ,NASHIK,MAHARASHTRA
2018-07-02T02:21:32+00:00,B07FWWZYT,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,NEW DELHI,DELHI
2018-07-02T12:11:09+00:00,B07FWVYUU,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,MUNDRA,GUJARAT
2018-07-03T01:20:04+00:00,B07FWYSXS,Objective Biology (Set of 2 Volumes),1,730.0,795.0,124.1,competition ,Behror,RAJASTHAN
2018-07-03T06:43:56+00:00,B07FWXVYQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,Haldwani,UTTARAKHAND
2018-07-03T07:03:05+00:00,B07FWWTUY,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,KOLKATA,WEST BENGAL
2018-07-03T08:45:34+00:00,B07FWYAZX,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,CHANDIGARH,CHANDIGARH
2018-07-04T10:39:12+00:00,B07FWXXZV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BAIDYABATI,WEST BENGAL
2018-07-04T10:39:12+00:00,B07FWVZZT,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,BAIDYABATI,WEST BENGAL
2018-07-04T10:45:30+00:00,B07FWXZUT,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BAIDYABATI,WEST BENGAL
2018-07-04T13:16:05+00:00,B07FWYZRU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-07-04T13:51:23+00:00,B07FWYUXW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,kanpur,UTTAR PRADESH
2018-07-04T14:37:34+00:00,B07FWWAUR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,GURUGRAM,HARYANA
2018-07-04T16:03:35+00:00,B07FWWXVX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,CHANDIGARH,CHANDIGARH
2018-07-04T17:36:09+00:00,B07FWVBRR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,Pune,MAHARASHTRA
2018-07-04T17:44:46+00:00,B07FWWSTU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,New Delhi,Delhi
2018-07-05T02:14:22+00:00,B07FWVVTX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BENGALURU,KARNATAKA
2018-07-05T04:32:24+00:00,B07FWWVRS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,AHMEDABAD,GUJARAT
2018-07-06T15:25:53+00:00,B07FWWBQV,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,Nayabazar,SIKKIM
2018-07-07T03:41:37+00:00,B07FWXVSV,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,NOIDA,UTTAR PRADESH
2018-07-07T05:24:34+00:00,B07FWYTSX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,Charki dadri,HARYANA
2018-07-07T05:33:39+00:00,B07FWYAUV,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,NAGPUR,MAHARASHTRA
2018-07-07T05:40:11+00:00,B07FWWYSV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,"Kishangarh, ajmer",RAJASTHAN
2018-07-07T05:43:19+00:00,B07FWWBRZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,FARIDABAD,HARYANA
2018-07-07T07:36:52+00:00,B07FWVWUX,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,Reengus,RAJASTHAN
2018-07-08T05:12:38+00:00,B07FWVUUY,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,RANCHI,JHARKHAND
2018-07-08T08:25:19+00:00,B07FWXVTQ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,IMPHAL WEST,MANIPUR
2018-07-09T06:48:57+00:00,B07FWYYSU,Database System Concepts and relations,1,85.0,150.0,11.05,college,"Umra, Surat",GUJARAT
2018-07-10T11:59:56+00:00,B07FWVXRR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BHOPAL,MADHYA PRADESH
2018-07-10T17:37:35+00:00,B07FWVXWV,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,SILCHAR,ASSAM
2018-07-11T07:39:21+00:00,B07FWYVYT,Modern Operating Systems II SEM,1,102.0,167.0,13.26,college,BILIMORA,GUJARAT
2018-07-11T15:10:37+00:00,B07FWVXTW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,CHANDIGARH,CHANDIGARH
2018-07-12T08:18:55+00:00,B07FWYWTW,Database System Concepts and relations,1,85.0,150.0,11.05,college,banglore,KARNATAKA
2018-07-13T07:44:01+00:00,B07FWXSWR,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,Srinagar garhwal,UTTARAKHAND
2018-07-14T17:14:21+00:00,B07FWXBTR,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,ISLAMPUR,WEST BENGAL
2018-07-15T22:34:31+00:00,B07FWWYUS,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,2,970.0,1100.0,164.9,competition ,ISLAMPUR,WEST BENGAL
2018-07-16T08:54:21+00:00,B07FWXAZY,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,BENGALURU,KARNATAKA
2018-07-16T17:15:23+00:00,B07FWVXTY,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,KOTA,RAJASTHAN
2018-07-17T00:31:31+00:00,B07FWWYTZ,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,GUWAHATI,ASSAM
2018-07-17T03:59:06+00:00,B07FWWBRR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,NEW DELHI,DELHI
2018-07-17T16:47:36+00:00,B07FWXTZR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BUTIBORI MIDC,MAHARASHTRA
2018-07-18T06:27:16+00:00,B07FWXTYX,Strength of Material,1,670.0,860.0,87.1,college,DEHRADUN,UTTARAKHAND
2018-07-19T02:31:59+00:00,B07FWVATY,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,KHORDA,ODISHA
2018-07-19T13:51:53+00:00,B07FWWYVS,Modern Operating Systems II SEM,1,125.0,190.0,16.25,college,HYDERABAD,TELANGANA
2018-07-20T07:27:45+00:00,B07FWVWXQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,JIND,HARYANA
2018-07-20T09:08:04+00:00,B07FWYWXW,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,TEZPUR,ASSAM
2018-07-20T13:23:55+00:00,B07FWVZQW,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,JAIPUR,RAJASTHAN
2018-07-20T14:10:30+00:00,B07FWWBWQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,SIWANI,HARYANA
2018-07-20T16:20:05+00:00,B07FWYZQQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,NEW DELHI,DELHI
2018-07-20T16:22:02+00:00,B07FWYBZV,Modern Operating Systems II SEM,1,115.0,180.0,14.95,college,SOUTH GOA,GOA
2018-07-21T13:36:55+00:00,B07FWWVQX,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,NEW DELHI,DELHI
2018-07-22T33:36:15+00:00,B07FWWAZZ,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,1,155.0,225.0,27.9,School,GHAZIABAD,UTTAR PRADESH
2018-07-23T24:19:11+00:00,B07FWVZRY,ESE 2019 Preliminary Exam: Civil Engineering - Topicwise Objective Solved Papers - Vol. 2,1,615.0,700.0,104.55,competition ,Ashti,MAHARASHTRA
2018-07-24T19:23:44+00:00,B07FWYZTX,A Text Book of Optics,1,565.0,650.0,73.45,college,DEHRADUN,UTTARAKHAND
2018-07-25T22:11:12+00:00,B07FWYVWT,Ordinary and Partial Differential Equations,1,899.0,1089.0,116.87,college,SRINAGAR,JAMMU & KASHMIR
2018-07-26T23:44:18+00:00,B07FWWWQS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,419.39,67.15,competition ,AHMEDABAD,GUJARAT
2018-07-27T03:16:33+00:00,B07FWVVUU,Strength of Material,1,670.0,787.0,87.1,college,CHANDIGARH,CHANDIGARH
2018-07-28T00:18:11+00:00,B07FWWZQW,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,new delhi,DELHI
2018-07-28T01:56:49+00:00,B07FWVWYT,Objective Biology NEET & AIIMS (Set of 2 Volumes) (2019-2020)Session by Dr. Ali,1,998.0,1063.0,169.66,competition ,JALGAON,MAHARASHTRA
2018-07-28T13:18:58+00:00,B07FWYAWU,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,PUNE,MAHARASHTRA
2018-07-28T16:21:44+00:00,B07FWWBYZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,BIDAR,KARNATAKA
2018-07-28T17:38:53+00:00,B07FWWVYZ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,JIND,HARYANA
2018-07-29T13:25:13+00:00,B07FWXWZX,UNIX CONCEPTS AND APPLICATIONS,3,1408.5,1497.5,183.105,college,Hodal,HARYANA
2018-07-30T22:28:43+00:00,B07FWWZYT,Objective NCERT at Your Fingertips for NEET-AIIMS - Physics,1,485.0,550.0,82.45,competition ,NEW DELHI,DELHI
2018-07-31T16:18:35+00:00,B07FWXBUX,Objective Chemistry for NEET - Vol. II,1,515.0,580.0,87.55,competition ,THIYAGADURGAM,TAMIL NADU
2018-08-01T05:56:27+00:00,B07FWYTWW,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,MUMBAI,MAHARASHTRA
2018-08-01T06:54:15+00:00,B07FWXSSS,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,new delhi,DELHI
2018-08-01T08:41:24+00:00,B07FWWAQV,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,SHEIKHPURA,BIHAR
2018-08-02T02:11:44+00:00,B07FWWXVW,R.C.C. Designs,1,900.0,985.0,117.0,college,UPPER TADONG,SIKKIM
2018-08-03T22:31:39+00:00,B07FWVBWS,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,2,310.0,423.33,55.8,School,HYDERABAD,TELANGANA
2018-08-04T07:42:44+00:00,B07FWVARU,Strength of Material,1,670.0,860.0,87.1,college,GHAZIABAD,UTTAR PRADESH
2018-08-05T11:24:38+00:00,B07FWYUQV,Ordinary & Partial Differential Equation,1,1100.0,1217.0,143.0,college,Pathsala,ASSAM
2018-08-06T16:56:43+00:00,B07FWWAQQ,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,DUMKA,JHARKHAND
2018-08-06T17:19:13+00:00,B07FWWSSZ,Advanced Economic Theory,1,723.0,788.0,93.99,college,FARIDABAD,HARYANA
2018-08-07T02:50:19+00:00,B07FWWVUR,"Lakshya Rajasthan Ki Kala, Sanskriti Va Itihas 2019 Bhag-2",1,395.0,460.0,67.15,competition ,RAJPURA,PUNJAB
2018-08-07T09:00:04+00:00,B07FWWUXW,Advanced Economic Theory,1,723.0,788.0,93.99,college,PIMPRI CHINCHWAD,MAHARASHTRA
2018-08-08T05:01:26+00:00,B07FWXZTW,English Grammar for Today Indian,2,448.0,578.0,80.64,School,BHIWANDI,MAHARASHTRA
2018-08-08T05:53:20+00:00,B07FWVASQ,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,BENGALURU,KARNATAKA
2018-08-08T11:45:31+00:00,B07FWXAVU,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,1,320.0,385.0,54.4,competition ,HYDERABAD,TELANGANA
